event_date,year,event_type,sub_event_type,admin1,admin2,admin3,location,latitude,longitude,fatalities,notes,month
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Emba Sieneti,Nebelet,14.0967,39.2681,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Nebelet (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Samre,Adi Hibubla,13.1983,39.1803,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Adi Hibubla (South Eastern, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Dima,Addi Colo,13.6833,38.3833,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Addi Colo (North Western, Tigray).",2
2021-02-10,2021,Protests,Protest with intervention,Oromia,East Hararge,Melka Balo,Harawacha,9.1608,41.3348,0,"On 10 February 2021, protesters in Arsi Dhera town (Harawacha, East Harerghe, Oromia) demonstrated against the continued detainment of political prisoners, demanding their release and an end to political instability in Oromia. Police broke up the protests quickly after they started.",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Degua Temben,Melfa,13.6439,39.1258,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Melfa (South Eastern, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Rama,Tebay,14.4734,38.8453,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Tebay (Central Tigray, Tigray).",2
2021-02-10,2021,Protests,Peaceful protest,Oromia,Bale,Robe Town,Robe,7.1198,40.007,0,"On 10 February 2021, protesters in Robe town (Bale, Oromia) demonstrated against the continued detainment of political prisoners, demanding their release and an end to political instability in Oromia.",2
2021-02-10,2021,Protests,Peaceful protest,Oromia,West Hararge,Mieso,Mieso,9.2351,40.7548,0,"On 10 February 2021, students demonstrated in Alemaya (Mieso, West Hararghe) against the continued detainment of political prisoners, demanding their release and an end to political instability in Oromia.",2
2021-02-10,2021,Protests,Peaceful protest,Oromia,East Hararge,Haromaya town,Alemaya,9.3947,42.0131,0,"On 10 February 2021, protesters in Alemaya town (East Hararghe, Oromia) demonstrated against the continued detainment of political prisoners, demanding their release and an end to political instability in Oromia.",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Indasilassie town,Inda Silase,14.1031,38.2829,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Inda Silase (North Western, Tigray).",2
2021-02-10,2021,Protests,Peaceful protest,Oromia,West Shewa,Ambo town,Ambo,8.9833,37.85,0,"On 10 February 2021, protesters in Ambo town (West Shewa, Oromia) demonstrated against the continued detainment of political prisoners, demanding their release and an end to political instability in Oromia.",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Adi Daero,Adi Dairo,14.3156,38.1709,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Adi Dairo (North Western, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Samre,Finarwa,13.1005,39.0235,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Finarwa (South Eastern, Tigray).",2
2021-02-11,2021,Protests,Peaceful protest,Tigray,Mekelle Tigray,Mekelle,Mekele,13.5,39.4667,0,"On 11 February 2021, protests that began the previous day (coded separately) continued in Mekele city (Southern Tigray, Tigray region). Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-11,2021,Riots,Violent demonstration,Tigray,North Western Tigray,Tahtay Koraro,Shire,14.1383,38.2833,2,"On 11 February 2021, demonstrators in Shire (Western Tigray, Tigray) clashed with federal troops who advanced to disperse crowds. Two demonstrators were killed by federal forces. Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-11,2021,Violence against civilians,Attack,Tigray,Eastern Tigray,Wukro town,Wikro,13.7919,39.5991,18,"Around 11 February 2021 (week of), Ethiopian soldiers shot and killed 18 people in Wikro (Eastern Tigray, Tigray).",2
2021-02-11,2021,Protests,Peaceful protest,Tigray,Central Tigray,Axum town,Aksum,14.1234,38.7313,0,"On 11 February 2021, protests that began in Mekelle the previous day (coded separately) spread to Aksum (Southern Tigray, Tigray). Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-11,2021,Violence against civilians,Attack,Benshangul/Gumuz,Asosa,Sherkole,Sherkole,10.6688,34.8322,1,"On 11 February 2021, unidentified armed men attacked a bus traveling in Sherkole Wereda (Assosa zone, Benishangul/Gumz). One person was killed, with several others injured.",2
2021-02-11,2021,Battles,Armed clash,Benshangul/Gumuz,Metekel,Wenbera,Wembera,10.5667,35.55,0,"On 11 February 2021, fighting erupted between local militias and suspected Gumuz gunmen in Wogdi kebele, (Wembera, Metekel). No further details reported.",2
2021-02-11,2021,Protests,Peaceful protest,Tigray,Central Tigray,Adwa town,Adwa,14.1635,38.8992,0,"On 11 February 2021, protests that began in Mekelle the previous day (coded separately) spread to Adwa (Central Tigray, Tigray). Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-12,2021,Battles,Armed clash,Benshangul/Gumuz,Metekel,Wenbera,Wembera,10.5667,35.55,0,"On 12 February 2021, for a second day, clashes erupted between the local militias and suspected Gumuz gunmen in Wogdi kebele, (Wembera, Metekel). No further details reported.",2
2021-02-12,2021,Protests,Protest with intervention,Oromia,East Bale,Ginir,Ginir,7.1385,40.7112,0,"On 12 February 2021, students in Ginir (Ginir, Bale, Oromia) held a demonstration in support of the opposition Oromo political prisoners currently on hunger strike. The demonstration was reportedly dispersed by security forces.",2
