ADM3_PCODE,ADM3_EN,ADM2_PCODE,ADM2_EN,ADM1_PCODE,ADM1_EN,ADM0_PCODE,year,month,ACLED_BRD_total,GID_0,GID_3,ACLED_BRD_state,ACLED_BRD_nonstate
ET040708,Adama Tulu Jido Kombolcha,ET0407,East Shewa,ET04,Oromia,ET,2024,11,3,ETH,ET040708,1.5,1.5
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2004,3,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2004,5,1,ETH,ET040709,0.5,0.5
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2016,4,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2016,8,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2016,9,3,ETH,ET040709,1.5,1.5
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2016,10,130,ETH,ET040709,65.0,65.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2017,9,2,ETH,ET040709,1.0,1.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2017,10,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2018,2,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2019,10,6,ETH,ET040709,3.0,3.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2021,2,1,ETH,ET040709,0.5,0.5
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2022,10,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2022,12,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2023,5,4,ETH,ET040709,2.0,2.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2023,11,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2024,11,0,ETH,ET040709,0.0,0.0
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2024,12,3,ETH,ET040709,1.5,1.5
ET040709,Bishoftu town,ET0407,East Shewa,ET04,Oromia,ET,2025,6,4,ETH,ET040709,2.0,2.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2004,5,6,ETH,ET040710,3.0,3.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2018,1,3,ETH,ET040710,1.5,1.5
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2018,10,0,ETH,ET040710,0.0,0.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2022,6,0,ETH,ET040710,0.0,0.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2022,10,0,ETH,ET040710,0.0,0.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2022,11,3,ETH,ET040710,1.5,1.5
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2023,3,0,ETH,ET040710,0.0,0.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2023,6,10,ETH,ET040710,5.0,5.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2023,10,0,ETH,ET040710,0.0,0.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2024,2,0,ETH,ET040710,0.0,0.0
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2024,3,1,ETH,ET040710,0.5,0.5
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2024,4,1,ETH,ET040710,0.5,0.5
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2024,9,3,ETH,ET040710,1.5,1.5
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2024,10,5,ETH,ET040710,2.5,2.5
ET040710,Bora (OR),ET0407,East Shewa,ET04,Oromia,ET,2025,7,1,ETH,ET040710,0.5,0.5
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2022,6,3,ETH,ET040711,1.5,1.5
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2022,10,0,ETH,ET040711,0.0,0.0
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2022,12,5,ETH,ET040711,2.5,2.5
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2023,1,0,ETH,ET040711,0.0,0.0
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2023,2,1,ETH,ET040711,0.5,0.5
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2023,3,10,ETH,ET040711,5.0,5.0
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2024,2,4,ETH,ET040711,2.0,2.0
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2024,3,15,ETH,ET040711,7.5,7.5
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2024,5,15,ETH,ET040711,7.5,7.5
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2025,4,1,ETH,ET040711,0.5,0.5
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2025,5,8,ETH,ET040711,4.0,4.0
ET040711,Liben Chukala,ET0407,East Shewa,ET04,Oromia,ET,2025,6,1,ETH,ET040711,0.5,0.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2006,5,1,ETH,ET040714,0.5,0.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2014,4,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2015,11,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2015,12,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2016,1,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2016,3,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2016,5,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2016,8,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2016,9,4,ETH,ET040714,2.0,2.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2016,10,9,ETH,ET040714,4.5,4.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2016,11,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2017,5,1,ETH,ET040714,0.5,0.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2017,7,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2017,10,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2017,11,3,ETH,ET040714,1.5,1.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2018,1,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2018,2,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2018,9,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2018,12,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2019,3,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2019,10,16,ETH,ET040714,8.0,8.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2020,2,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2020,6,9,ETH,ET040714,4.5,4.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2020,7,89,ETH,ET040714,44.5,44.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2020,11,24,ETH,ET040714,12.0,12.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2021,1,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2021,2,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2021,8,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2021,10,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2021,11,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2022,7,129,ETH,ET040714,64.5,64.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2022,9,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2022,10,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2022,11,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2022,12,1,ETH,ET040714,0.5,0.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2023,1,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2023,2,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2023,4,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2023,5,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2023,10,2,ETH,ET040714,1.0,1.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2023,12,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,1,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,2,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,3,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,4,7,ETH,ET040714,3.5,3.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,5,6,ETH,ET040714,3.0,3.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,7,1,ETH,ET040714,0.5,0.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,9,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,10,3,ETH,ET040714,1.5,1.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,11,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2024,12,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2025,1,0,ETH,ET040714,0.0,0.0
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2025,2,3,ETH,ET040714,1.5,1.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2025,4,5,ETH,ET040714,2.5,2.5
ET040714,Adama town,ET0407,East Shewa,ET04,Oromia,ET,2025,5,1,ETH,ET040714,0.5,0.5
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2002,11,11,ETH,ET040799,5.5,5.5
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2002,12,0,ETH,ET040799,0.0,0.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2009,5,21,ETH,ET040799,10.5,10.5
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2009,10,10,ETH,ET040799,5.0,5.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2016,1,0,ETH,ET040799,0.0,0.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2016,10,0,ETH,ET040799,0.0,0.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2019,12,2,ETH,ET040799,1.0,1.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2021,2,1,ETH,ET040799,0.5,0.5
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2022,3,10,ETH,ET040799,5.0,5.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2022,9,10,ETH,ET040799,5.0,5.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2022,10,12,ETH,ET040799,6.0,6.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2022,11,0,ETH,ET040799,0.0,0.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2023,2,4,ETH,ET040799,2.0,2.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2023,3,8,ETH,ET040799,4.0,4.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2023,4,2,ETH,ET040799,1.0,1.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2023,12,10,ETH,ET040799,5.0,5.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2024,1,3,ETH,ET040799,1.5,1.5
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2024,7,0,ETH,ET040799,0.0,0.0
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2024,12,3,ETH,ET040799,1.5,1.5
ET040799,Metehara town,ET0407,East Shewa,ET04,Oromia,ET,2025,1,0,ETH,ET040799,0.0,0.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2020,1,4,ETH,ET040801,2.0,2.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2022,9,3,ETH,ET040801,1.5,1.5
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2023,2,11,ETH,ET040801,5.5,5.5
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2023,3,9,ETH,ET040801,4.5,4.5
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2023,8,2,ETH,ET040801,1.0,1.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2023,9,0,ETH,ET040801,0.0,0.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2023,10,0,ETH,ET040801,0.0,0.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2023,11,3,ETH,ET040801,1.5,1.5
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2023,12,3,ETH,ET040801,1.5,1.5
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2024,4,0,ETH,ET040801,0.0,0.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2024,5,10,ETH,ET040801,5.0,5.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2024,10,1,ETH,ET040801,0.5,0.5
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2025,2,1,ETH,ET040801,0.5,0.5
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2025,4,0,ETH,ET040801,0.0,0.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2025,5,0,ETH,ET040801,0.0,0.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2025,7,0,ETH,ET040801,0.0,0.0
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2025,8,1,ETH,ET040801,0.5,0.5
ET040801,Merti,ET0408,Arsi,ET04,Oromia,ET,2025,9,1,ETH,ET040801,0.5,0.5
ET040802,Aseko,ET0408,Arsi,ET04,Oromia,ET,2012,12,1,ETH,ET040802,0.5,0.5
ET040802,Aseko,ET0408,Arsi,ET04,Oromia,ET,2024,8,3,ETH,ET040802,1.5,1.5
ET040802,Aseko,ET0408,Arsi,ET04,Oromia,ET,2024,12,0,ETH,ET040802,0.0,0.0
ET040803,Golocha,ET0408,Arsi,ET04,Oromia,ET,2012,7,1,ETH,ET040803,0.5,0.5
ET040803,Golocha,ET0408,Arsi,ET04,Oromia,ET,2015,12,1,ETH,ET040803,0.5,0.5
ET040803,Golocha,ET0408,Arsi,ET04,Oromia,ET,2016,8,0,ETH,ET040803,0.0,0.0
ET040803,Golocha,ET0408,Arsi,ET04,Oromia,ET,2017,10,2,ETH,ET040803,1.0,1.0
ET040803,Golocha,ET0408,Arsi,ET04,Oromia,ET,2025,2,0,ETH,ET040803,0.0,0.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2022,10,5,ETH,ET040804,2.5,2.5
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2022,11,38,ETH,ET040804,19.0,19.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2022,12,0,ETH,ET040804,0.0,0.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2023,1,9,ETH,ET040804,4.5,4.5
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2023,2,0,ETH,ET040804,0.0,0.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2023,11,2,ETH,ET040804,1.0,1.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2024,5,10,ETH,ET040804,5.0,5.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2024,12,2,ETH,ET040804,1.0,1.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2025,4,0,ETH,ET040804,0.0,0.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2025,5,3,ETH,ET040804,1.5,1.5
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2025,6,3,ETH,ET040804,1.5,1.5
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2025,7,4,ETH,ET040804,2.0,2.0
ET040804,Jeju,ET0408,Arsi,ET04,Oromia,ET,2025,9,0,ETH,ET040804,0.0,0.0
ET040805,Dodota,ET0408,Arsi,ET04,Oromia,ET,2023,5,20,ETH,ET040805,10.0,10.0
ET040805,Dodota,ET0408,Arsi,ET04,Oromia,ET,2024,3,5,ETH,ET040805,2.5,2.5
ET040805,Dodota,ET0408,Arsi,ET04,Oromia,ET,2025,5,6,ETH,ET040805,3.0,3.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,1999,1,62,ETH,ET040806,31.0,31.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,1999,3,49,ETH,ET040806,24.5,24.5
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,1999,5,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,1999,8,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2000,3,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2000,12,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2001,1,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2002,3,8,ETH,ET040806,4.0,4.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2004,6,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2005,4,1,ETH,ET040806,0.5,0.5
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2005,8,14,ETH,ET040806,7.0,7.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2005,9,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2008,5,26,ETH,ET040806,13.0,13.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2009,6,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2010,5,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2010,8,6,ETH,ET040806,3.0,3.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2015,7,13,ETH,ET040806,6.5,6.5
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2015,12,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2016,2,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2016,3,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2016,7,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2016,8,2,ETH,ET040806,1.0,1.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2018,1,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2023,1,0,ETH,ET040806,0.0,0.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2024,4,1,ETH,ET040806,0.5,0.5
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2024,5,10,ETH,ET040806,5.0,5.0
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2024,9,3,ETH,ET040806,1.5,1.5
ET040806,Ziway Dugda,ET0408,Arsi,ET04,Oromia,ET,2025,1,0,ETH,ET040806,0.0,0.0
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2003,10,3,ETH,ET040807,1.5,1.5
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2016,2,0,ETH,ET040807,0.0,0.0
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2016,8,0,ETH,ET040807,0.0,0.0
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2020,7,3,ETH,ET040807,1.5,1.5
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2022,7,1,ETH,ET040807,0.5,0.5
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2023,11,3,ETH,ET040807,1.5,1.5
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2024,1,1,ETH,ET040807,0.5,0.5
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2024,3,3,ETH,ET040807,1.5,1.5
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2024,4,0,ETH,ET040807,0.0,0.0
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2024,5,10,ETH,ET040807,5.0,5.0
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2024,6,2,ETH,ET040807,1.0,1.0
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2024,9,0,ETH,ET040807,0.0,0.0
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2024,10,3,ETH,ET040807,1.5,1.5
ET040807,Hitosa,ET0408,Arsi,ET04,Oromia,ET,2025,1,0,ETH,ET040807,0.0,0.0
ET040809,Chole,ET0408,Arsi,ET04,Oromia,ET,2025,2,0,ETH,ET040809,0.0,0.0
ET040810,Amigna,ET0408,Arsi,ET04,Oromia,ET,2016,8,1,ETH,ET040810,0.5,0.5
ET040810,Amigna,ET0408,Arsi,ET04,Oromia,ET,2017,3,15,ETH,ET040810,7.5,7.5
ET040811,Seru,ET0408,Arsi,ET04,Oromia,ET,2009,10,5,ETH,ET040811,2.5,2.5
ET040811,Seru,ET0408,Arsi,ET04,Oromia,ET,2016,8,4,ETH,ET040811,2.0,2.0
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2015,12,0,ETH,ET040812,0.0,0.0
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2016,8,1,ETH,ET040812,0.5,0.5
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2016,10,1,ETH,ET040812,0.5,0.5
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2023,12,4,ETH,ET040812,2.0,2.0
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2024,4,1,ETH,ET040812,0.5,0.5
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2024,8,1,ETH,ET040812,0.5,0.5
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2024,10,19,ETH,ET040812,9.5,9.5
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2025,5,1,ETH,ET040812,0.5,0.5
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2025,6,1,ETH,ET040812,0.5,0.5
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2025,8,2,ETH,ET040812,1.0,1.0
ET040812,Robe,ET0408,Arsi,ET04,Oromia,ET,2025,9,2,ETH,ET040812,1.0,1.0
ET040813,Tena,ET0408,Arsi,ET04,Oromia,ET,2016,8,4,ETH,ET040813,2.0,2.0
ET040813,Tena,ET0408,Arsi,ET04,Oromia,ET,2022,8,0,ETH,ET040813,0.0,0.0
ET040813,Tena,ET0408,Arsi,ET04,Oromia,ET,2024,3,0,ETH,ET040813,0.0,0.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2013,7,10,ETH,ET040814,5.0,5.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2016,6,0,ETH,ET040814,0.0,0.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2016,7,0,ETH,ET040814,0.0,0.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2016,8,4,ETH,ET040814,2.0,2.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2022,6,42,ETH,ET040814,21.0,21.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2023,9,2,ETH,ET040814,1.0,1.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2023,10,1,ETH,ET040814,0.5,0.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2023,11,55,ETH,ET040814,27.5,27.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2023,12,13,ETH,ET040814,6.5,6.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,1,4,ETH,ET040814,2.0,2.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,3,5,ETH,ET040814,2.5,2.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,4,1,ETH,ET040814,0.5,0.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,5,17,ETH,ET040814,8.5,8.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,6,23,ETH,ET040814,11.5,11.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,8,1,ETH,ET040814,0.5,0.5
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,9,0,ETH,ET040814,0.0,0.0
ET040814,Shirka,ET0408,Arsi,ET04,Oromia,ET,2024,11,13,ETH,ET040814,6.5,6.5
